ID,Intracellular Robustness,Extracellular Robustness,Topological Robustness,Total Robustness
3210,0,0,0,0
3211,0,0,0,0
3212,0.000372572,0.318181818,0.857142857,0.000101611
3213,0.000304832,0.30952381,0.714285714,6.74E-05
3214,0,0,0,0
3215,0,0,0,0
3216,0,0,0,0
3217,3.39E-05,0.142857143,0.357142857,1.73E-06
3218,0.003691849,0.237221494,0.857142857,0.000750674
3219,0.000423377,0.274285714,0.714285714,8.29E-05
3220,0.003319277,0.220116618,0.857142857,0.000626253
3221,0.001812054,0.246995995,0.857142857,0.000383631
3222,0,0,0,0
3223,0.002709614,0.222321429,0.857142857,0.000516347
3224,0,0,0,0
3225,0,0,0,0
3226,0.00292977,0.210569777,0.857142857,0.000528789
3227,0.000948365,0.206632653,0.857142857,0.000167968
3228,0,0,0,0
3229,0,0,0,0
3230,6.77E-05,0.142857143,0.5,4.84E-06
3231,0.006892581,0.195507196,0.857142857,0.001155042
3232,0.001761249,0.285714286,0.857142857,0.000431326
3233,0.002066081,0.209601874,0.857142857,0.00037119
3234,0.000237091,0.142857143,0.75,2.54E-05
3235,0,0,0,0
3236,0.004233772,0.216,0.857142857,0.000783853
3237,0.001117716,0.218614719,0.857142857,0.000209442
3238,0,0,0,0
3239,0,0,0,0
3240,0,0,0,0
3241,0,0,0,0
3242,0.007891751,0.203556101,0.857142857,0.001376926
3243,0.001388677,0.263066202,0.857142857,0.000313126
3244,0.005673254,0.214925373,0.857142857,0.001045137
3245,0.00379346,0.196428571,0.857142857,0.000638695
3246,0.000186286,0.168831169,0.928571429,2.92E-05
3247,0.00665549,0.201017812,0.857142857,0.001146747
3248,0.000355637,0.149659864,0.75,3.99E-05
3249,0,0,0,0
3250,0,0,0,0
3251,0,0,0,0
3252,1.69E-05,0.142857143,0.357142857,8.62E-07
3253,0.004335382,0.236607143,0.857142857,0.000879242
3254,0.000728209,0.272425249,0.714285714,0.000141702
3255,0,0,0,0
3256,0.00379346,0.255102041,0.857142857,0.000829474
3257,0.000541923,0.28125,0.714285714,0.000108868
3258,0,0,0,0
3259,0,0,0,0
3260,0,0,0,0
3261,0,0,0,0
3262,0.007417568,0.209719504,0.857142857,0.001333379
3263,0.001727379,0.289915966,0.857142857,0.000429253
3264,0,0,0,0
3265,0.008535284,0.210884354,0.857142857,0.001542821
3266,0.001236261,0.225048924,0.857142857,0.000238474
3267,0,0,0,0
3268,0,0,0,0
3269,0,0,0,0
3270,0,0,0,0
3271,0,0,0,0
3272,0.000186286,0.350649351,0.666666667,4.35E-05
3273,0.000186286,0.194805195,0.666666667,2.42E-05
3274,8.47E-05,0.142857143,0.666666667,8.07E-06
3275,0.000728209,0.249169435,0.8,0.000145158
3276,0.00089756,0.369272237,0.733333333,0.000243059
3277,0,0,0,0
3278,0,0,0,0
3279,0,0,0,0
3280,0,0,0,0
3281,0,0,0,0
3282,0,0,0,0
3283,0,0,0,0
3284,0,0,0,0
3285,0,0,0,0
3286,0.000152416,0.142857143,0.733333333,1.60E-05
3287,0.000863689,0.336134454,0.8,0.000232253
3288,0.000575793,0.193277311,0.8,8.90E-05
3289,0,0,0,0
3290,0,0,0,0
3291,0,0,0,0
3292,1.69E-05,0.142857143,0.4,9.66E-07
3293,0.000491118,0.24137931,0.8,9.48E-05
3294,0.000474182,0.204081633,0.8,7.74E-05
3295,0.003200732,0.211640212,0.8,0.000541923
3296,0.000254026,0.152380952,0.666666667,2.58E-05
3297,6.77E-05,0.142857143,0.733333333,7.09E-06
3298,0,0,0,0
3299,0,0,0,0
3300,0,0,0,0
3301,0.001710444,0.209335219,0.733333333,0.000262575
3302,0,0,0,0
3303,0,0,0,0
3304,0.000101611,0.142857143,0.8,1.16E-05
3305,0.001151586,0.287815126,0.866666667,0.000287251
3306,0.0009653,0.270676692,0.866666667,0.000226446
3307,0,0,0,0
3308,0,0,0,0
3309,0,0,0,0
3310,5.08E-05,0.142857143,0.8,5.81E-06
3311,0.00189673,0.216836735,0.8,0.000329025
3312,0.002150756,0.328458943,0.8,0.000565148
3313,0,0,0,0
3314,0,0,0,0
3315,0,0,0,0
3316,0,0,0,0
3317,0,0,0,0
3318,0,0,0,0
3319,0.002099951,0.202764977,0.8,0.000340637
3320,1.69E-05,0.285714286,0.666666667,3.22E-06
3321,8.47E-05,0.171428571,0.666666667,9.68E-06
3322,0,0,0,0
3323,0,0,0,0
3324,0,0,0,0
3325,0,0,0,0
3326,0.000372572,0.168831169,0.666666667,4.19E-05
3327,0.000321767,0.187969925,0.666666667,4.03E-05
3328,0,0,0,0
3329,0,0,0,0
3330,0,0,0,0
3331,0,0,0,0
3332,0,0,0,0
3333,0,0,0,0
3334,0,0,0,0
3335,0.000254026,0.333333333,0.666666667,5.65E-05
3336,0.000152416,0.238095238,0.666666667,2.42E-05
3337,0,0,0,0
3338,0,0,0,0
3339,0,0,0,0
3340,0.001100781,0.193406593,0.733333333,0.000156125
3341,5.08E-05,0.142857143,0.6,4.35E-06
3342,0,0,0,0
3343,0,0,0,0
3344,0,0,0,0
3345,0,0,0,0
3346,0,0,0,0
3347,0,0,0,0
3348,0,0,0,0
3349,0,0,0,0
3350,0,0,0,0
3351,0,0,0,0
3352,0.000135481,0.160714286,0.8,1.74E-05
3353,0.002150756,0.365579303,0.866666667,0.000681436
3354,0.001727379,0.197478992,0.8,0.000272897
3355,0,0,0,0
3356,0,0,0,0
3357,0,0,0,0
3358,0.002032211,0.226190476,0.733333333,0.000337089
3359,0,0,0,0
3360,1.69E-05,0.142857143,0.6,1.45E-06
3361,0,0,0,0
3362,0,0,0,0
3363,0,0,0,0
3364,0.0067571,0.190118153,0.933333333,0.001199004
3365,0.000152416,0.174603175,0.866666667,2.31E-05
3366,0.000101611,0.142857143,0.8,1.16E-05
3367,0.002591068,0.238095238,0.733333333,0.000452409
3368,0,0,0,0
3369,6.77E-05,0.142857143,0.466666667,4.51E-06
3370,0.00296364,0.219591837,0.8,0.000520633
3371,0.001049975,0.152073733,0.8,0.000127739
3372,0.000287896,0.151260504,0.866666667,3.77E-05
3373,0.002015275,0.230492197,0.8,0.000371604
3374,6.77E-05,0.142857143,0.6,5.80E-06
3375,3.39E-05,0.142857143,0.533333333,2.58E-06
3376,0,0,0,0
3377,0,0,0,0
3378,0,0,0,0
3379,1.69E-05,0.142857143,0.733333333,1.77E-06
3380,0.000287896,0.285714286,0.8,6.58E-05
3381,0.000304832,0.206349206,0.733333333,4.61E-05
3382,0,0,0,0
3383,0,0,0,0
3384,0,0,0,0
3385,0.004098291,0.185950413,0.866666667,0.000660468
3386,5.08E-05,0.142857143,0.666666667,4.84E-06
3387,3.39E-05,0.142857143,0.533333333,2.58E-06
3388,0.003590239,0.227088949,0.8,0.000652243
3389,8.47E-05,0.2,0.666666667,1.13E-05
3390,8.47E-05,0.2,0.6,1.02E-05
3391,0.001371742,0.202821869,0.733333333,0.000204027
3392,0,0,0,0
3393,0,0,0,0
3394,0,0,0,0
3395,0,0,0,0
3396,0,0,0,0
3397,0.000118546,0.142857143,0.866666667,1.47E-05
3398,0.002811225,0.320998279,0.866666667,0.000782079
3399,0.002675744,0.274864376,0.8,0.000588373
3400,0,0,0,0
3401,0,0,0,0
3402,0,0,0,0
3403,0,0,0,0
3404,0.000220156,0.296703297,0.666666667,4.35E-05
3405,0.000254026,0.238095238,0.666666667,4.03E-05
3406,0.001270132,0.220952381,0.733333333,0.000205802
3407,3.39E-05,0.214285714,0.6,4.36E-06
3408,0,0,0,0
3409,0,0,0,0
3410,0,0,0,0
3411,0,0,0,0
3412,0,0,0,0
3413,0,0,0,0
3414,0,0,0,0
3415,0,0,0,0
3416,0,0,0,0
3417,0,0,0,0
3418,0,0,0,0
3419,0.000287896,0.294117647,0.666666667,5.65E-05
3420,0.000321767,0.233082707,0.666666667,5.00E-05
3421,0,0,0,0
3422,0,0,0,0
3423,0,0,0,0
3424,0.002540263,0.223809524,0.733333333,0.000416926
3425,6.77E-05,0.178571429,0.533333333,6.45E-06
3426,0,0,0,0
3427,0.001693509,0.215714286,0.866666667,0.000316606
3428,0.000254026,0.142857143,0.866666667,3.15E-05
3429,0.000389507,0.186335404,0.8,5.81E-05
3430,0,0,0,0
3431,0,0,0,0
3432,0,0,0,0
3433,0.001304002,0.19851577,0.8,0.000207092
3434,0,0,0,0
3435,3.39E-05,0.142857143,0.6,2.91E-06
3436,0,0,0,0
3437,0,0,0,0
3438,0,0,0,0
3439,0,0,0,0
3440,0.000254026,0.171428571,0.666666667,2.90E-05
3441,0.000321767,0.180451128,0.666666667,3.87E-05
3442,0.000287896,0.159663866,0.733333333,3.37E-05
3443,0.001236261,0.348336595,0.8,0.000344508
3444,0.000812884,0.196428571,0.8,0.000127739
3445,0,0,0,0
3446,0,0,0,0
3447,0,0,0,0
3448,0,0,0,0
3449,0.000440312,0.269230769,0.8,9.48E-05
3450,0.000508053,0.171428571,0.8,6.97E-05
3451,0.002574133,0.19924812,0.8,0.000410313
3452,3.39E-05,0.142857143,0.6,2.91E-06
3453,0.000135481,0.178571429,0.666666667,1.61E-05
3454,0.000762079,0.193650794,0.733333333,0.000108223
3455,3.39E-05,0.142857143,0.666666667,3.23E-06
3456,0,0,0,0
3457,1.69E-05,0.142857143,0.466666667,1.13E-06
3458,0.000135481,0.178571429,0.666666667,1.61E-05
3459,0.000135481,0.160714286,0.666666667,1.45E-05
3460,0,0,0,0
3461,0,0,0,0
3462,0,0,0,0
3463,0.000270961,0.196428571,0.733333333,3.90E-05
3464,0.000829819,0.227405248,0.8,0.000150964
3465,0.000711274,0.326530612,0.8,0.000185802
3466,0.004470863,0.198593074,0.866666667,0.000769498
3467,1.69E-05,0.142857143,0.6,1.45E-06
3468,0,0,0,0
3469,0.003657979,0.220899471,0.8,0.000646437
3470,6.77E-05,0.142857143,0.666666667,6.45E-06
3471,0.000118546,0.142857143,0.666666667,1.13E-05
3472,0.001016105,0.238095238,0.733333333,0.000177415
3473,0,0,0,0
3474,5.08E-05,0.142857143,0.6,4.35E-06
3475,0,0,0,0
3476,0,0,0,0
3477,0,0,0,0
3478,0.000338702,0.185714286,0.733333333,4.61E-05
3479,0.001049975,0.225806452,0.8,0.000189673
3480,0.001253196,0.305019305,0.8,0.000305799
3481,0,0,0,0
3482,0,0,0,0
3483,0,0,0,0
3484,0.005927281,0.204897959,0.866666667,0.001052556
3485,6.77E-05,0.178571429,0.666666667,8.06E-06
3486,0,0,0,0
3487,0.006028891,0.186998395,0.933333333,0.001052233
3488,0.000762079,0.142857143,0.933333333,0.000101611
3489,0.000728209,0.162790698,0.8,9.48E-05
3490,0.002523328,0.224352828,0.733333333,0.000415152
3491,0,0,0,0
3492,0,0,0,0
3493,0.00382733,0.199747155,0.933333333,0.000713532
3494,8.47E-05,0.142857143,0.733333333,8.87E-06
3495,1.69E-05,0.142857143,0.733333333,1.77E-06
3496,0.003353147,0.217171717,0.733333333,0.00053402
3497,0,0,0,0
3498,0,0,0,0
3499,0.001219326,0.228174603,0.8,0.000222575
3500,0.000254026,0.20952381,0.8,4.26E-05
3501,0.000440312,0.186813187,0.8,6.58E-05
3502,0.000203221,0.142857143,0.866666667,2.52E-05
3503,0.000948365,0.318877551,0.866666667,0.000262091
3504,0.000694339,0.205574913,0.8,0.000114191
3505,0,0,0,0
3506,0,0,0,0
3507,0,0,0,0
3508,6.77E-05,0.142857143,0.666666667,6.45E-06
3509,0.000440312,0.263736264,0.8,9.29E-05
3510,0.000609663,0.257936508,0.8,0.000125803
3511,0.00575793,0.200420168,0.933333333,0.001077072
3512,0.000135481,0.178571429,0.866666667,2.10E-05
3513,0.000169351,0.157142857,0.866666667,2.31E-05
3514,0.002946705,0.183087028,0.866666667,0.00046757
3515,1.69E-05,0.142857143,0.6,1.45E-06
3516,0,0,0,0
3517,0.003624109,0.222296395,0.866666667,0.00069821
3518,0.000474182,0.173469388,0.8,6.58E-05
3519,0.000372572,0.175324675,0.8,5.23E-05
3520,0,0,0,0
3521,0,0,0,0
3522,0,0,0,0
3523,5.08E-05,0.142857143,0.733333333,5.32E-06
3524,0.000406442,0.369047619,0.733333333,0.000109997
3525,0.000338702,0.214285714,0.8,5.81E-05
3526,0,0,0,0
3527,0,0,0,0
3528,0,0,0,0
3529,0,0,0,0
3530,0.000728209,0.262458472,0.8,0.0001529
3531,0.000812884,0.25,0.8,0.000162577
3532,0.003370082,0.206030151,0.8,0.000555471
3533,8.47E-05,0.171428571,0.666666667,9.68E-06
3534,0.000118546,0.204081633,0.6,1.45E-05
3535,0.000812884,0.238095238,0.733333333,0.000141932
3536,1.69E-05,0.142857143,0.533333333,1.29E-06
3537,0,0,0,0
3538,0,0,0,0
3539,0.000338702,0.221428571,0.666666667,5.00E-05
3540,0.000406442,0.166666667,0.666666667,4.52E-05
3541,0.000287896,0.159663866,0.733333333,3.37E-05
3542,0.000762079,0.355555556,0.8,0.000216769
3543,0.000795949,0.224924012,0.8,0.000143222
3544,0,0,0,0
3545,0,0,0,0
3546,0,0,0,0
3547,1.69E-05,0.142857143,0.466666667,1.13E-06
3548,0.000423377,0.245714286,0.8,8.32E-05
3549,0.000355637,0.204081633,0.8,5.81E-05
3550,0.003116056,0.229037267,0.733333333,0.000523375
3551,0,0,0,0
3552,0,0,0,0
3553,0.001981405,0.197802198,0.733333333,0.000287413
3554,1.69E-05,0.285714286,0.533333333,2.58E-06
3555,0,0,0,0
3556,0.001066911,0.20861678,0.866666667,0.000192899
3557,0.000203221,0.142857143,0.866666667,2.52E-05
3558,0.000389507,0.167701863,0.8,5.23E-05
3559,0,0,0,0
3560,0,0,0,0
3561,0,0,0,0
3562,0.000135481,0.160714286,0.733333333,1.60E-05
3563,0.001388677,0.329268293,0.866666667,0.000396281
3564,0.001134651,0.18336887,0.8,0.000166448
3565,0.002557198,0.19962157,0.866666667,0.000442409
3566,0.000203221,0.154761905,0.933333333,2.94E-05
3567,0.000321767,0.187969925,0.8,4.84E-05
3568,0.000287896,0.193277311,0.866666667,4.82E-05
3569,0.000982235,0.290640394,0.866666667,0.000247414
3570,0.000880625,0.288461538,0.8,0.000203221
3571,0,0,0,0
3572,0,0,0,0
3573,0,0,0,0
3574,0.000270961,0.160714286,0.733333333,3.19E-05
3575,0.001693509,0.22,0.8,0.000298058
3576,0.002015275,0.334933974,0.866666667,0.000584986
3577,0.008840116,0.193212917,0.933333333,0.001594156
3578,0.000101611,0.142857143,0.866666667,1.26E-05
3579,0.000152416,0.174603175,0.733333333,1.95E-05
3580,0.002658809,0.188353048,0.866666667,0.000434022
3581,3.39E-05,0.142857143,0.6,2.91E-06
3582,0,0,0,0
3583,0.0038612,0.218045113,0.8,0.000673533
3584,0.000440312,0.236263736,0.8,8.32E-05
3585,0.000440312,0.153846154,0.866666667,5.87E-05
3586,0.000795949,0.151975684,0.866666667,0.000104836
3587,0.001812054,0.272363151,0.866666667,0.000427732
3588,0.001778184,0.276190476,0.8,0.000392894
3589,0,0,0,0
3590,0,0,0,0
3591,0,0,0,0
3592,0.000220156,0.175824176,0.8,3.10E-05
3593,0.001507223,0.203852327,0.8,0.000245801
3594,0.001422547,0.292517007,0.8,0.000332895
3595,0.006079697,0.203740549,0.866666667,0.001073523
3596,3.39E-05,0.285714286,0.533333333,5.17E-06
3597,0,0,0,0
3598,0.006638554,0.192784257,0.866666667,0.001109168
3599,3.39E-05,0.214285714,0.533333333,3.87E-06
3600,0,0,0,0
3601,0.001795119,0.203504043,0.933333333,0.00034096
3602,0.000203221,0.166666667,0.866666667,2.94E-05
3603,0.000287896,0.193277311,0.8,4.45E-05
3604,0.00392894,0.209975369,0.733333333,0.000604986
3605,0,0,0,0
3606,0,0,0,0
3607,3.39E-05,0.142857143,0.8,3.87E-06
3608,0.000846754,0.317142857,0.8,0.000214834
3609,0.000575793,0.214285714,0.8,9.87E-05
3610,0.005842605,0.205383023,0.933333333,0.001119974
3611,0.000457247,0.158730159,0.866666667,6.29E-05
3612,0.000457247,0.169312169,0.8,6.19E-05
3613,0,0,0,0
3614,0,0,0,0
3615,0,0,0,0
3616,0.000118546,0.142857143,0.733333333,1.24E-05
3617,0.001422547,0.362244898,0.866666667,0.000446602
3618,0.001439482,0.230252101,0.8,0.000265155
3619,0,0,0,0
3620,0,0,0,0
3621,0,0,0,0
3622,0.003912005,0.215831787,0.8,0.000675468
3623,0.000338702,0.185714286,0.866666667,5.45E-05
3624,0.000779014,0.161490683,0.733333333,9.23E-05
3625,0.000254026,0.161904762,0.8,3.29E-05
3626,0.000846754,0.328571429,0.8,0.000222575
3627,0.000829819,0.218658892,0.8,0.000145158
3628,0.002557198,0.202459792,0.733333333,0.000379669
3629,1.69E-05,0.142857143,0.533333333,1.29E-06
3630,0,0,0,0
3631,0,0,0,0
3632,0,0,0,0
3633,0,0,0,0
3634,0.000372572,0.142857143,0.866666667,4.61E-05
3635,0.002337042,0.305383023,0.866666667,0.000618534
3636,0.002540263,0.295238095,0.8,0.000599986
3637,0,0,0,0
3638,0,0,0,0
3639,0,0,0,0
3640,0.009517519,0.193695984,0.933333333,0.001720605
3641,0.000508053,0.171428571,0.933333333,8.13E-05
3642,0.000592728,0.159183673,0.8,7.55E-05
3643,0.000541923,0.147321429,0.866666667,6.92E-05
3644,0.002150756,0.253093363,0.866666667,0.000471763
3645,0.001913665,0.261694058,0.8,0.000400636
3646,0.007095802,0.198772588,0.866666667,0.001222391
3647,0,0,0,0
3648,0,0,0,0
3649,0,0,0,0
3650,0,0,0,0
3651,0,0,0,0
3652,0,0,0,0
3653,0,0,0,0
3654,0,0,0,0
3655,0.000948365,0.323979592,1,0.000307251
3656,0.000643533,0.248120301,1,0.000159674
3657,0.001049975,0.304147465,1,0.000319347
3658,0.001354807,0.385714286,1,0.000522568
3659,0.002032211,0.252380952,0.888888889,0.000455903
3660,0.001337872,0.305605787,0.666666667,0.000272574
3661,0.000728209,0.249169435,0.666666667,0.000120965
3662,0.001744314,0.25520111,0.888888889,0.00039569
3663,0.001320937,0.234432234,0.666666667,0.000206447
3664,0.000626598,0.27027027,0.666666667,0.000112901
3665,0.002235432,0.291125541,0.666666667,0.000433861
3666,0.000660468,0.285714286,0.666666667,0.000125803
3667,0.002337042,0.200828157,0.888888889,0.000417195
3668,0.005910346,0.206303725,0.888888889,0.001083846
3669,0.001591898,0.296352584,0.777777778,0.000366927
3670,0.00196447,0.264778325,0.833333333,0.000433458
3671,0.004403123,0.240659341,0.888888889,0.000941913
3672,0.001270132,0.274285714,0.722222222,0.000251607
3673,0.003014446,0.327447833,0.777777778,0.000767724
3674,0.001422547,0.282312925,0.777777778,0.000312358
3675,0.001439482,0.240336134,0.777777778,0.00026908
3676,0.002878965,0.268067227,0.888888889,0.000686005
3677,0.000270961,0.232142857,0.777777778,4.89E-05
3678,0,0,0,0
3679,0,0,0,0
3680,0,0,0,0
3681,0,0,0,0
3682,0.004606344,0.269432773,0.777777778,0.0009653
3683,0,0,0,0
3684,0.003979746,0.238905775,0.777777778,0.000739499
3685,0.004995851,0.256658596,0.777777778,0.000997289
3686,0.004961981,0.259385666,0.777777778,0.001001052
3687,0,0,0,0
3688,0.000491118,0.285714286,0.777777778,0.000109137
3689,0,0,0,0
3690,0.000474182,0.244897959,0.777777778,9.03E-05
3691,0.000609663,0.238095238,0.777777778,0.000112901
3692,0,0,0,0
3693,0.000406442,0.238095238,0.777777778,7.53E-05
3694,0.000812884,0.244047619,0.777777778,0.000154297
3695,0,0,0,0
3696,0.0048265,0.297744361,0.777777778,0.001117716
3697,0,0,0,0
3698,0.003962811,0.233211233,0.777777778,0.0007188
3699,0,0,0,0
3700,0,0,0,0
3701,0.003082186,0.215070644,1,0.000662888
3702,3.39E-05,0.142857143,0.6,2.91E-06
3703,0,0,0,0
3704,0,0,0,0
3705,0,0,0,0
3706,0.012142458,0.240087667,1,0.002915254
3707,0.000237091,0.173469388,0.833333333,3.43E-05
3708,0.011194093,0.321806786,0.944444444,0.003402205
3709,0.011803756,0.286739086,1,0.003384598
3710,0.009991702,0.256658596,1,0.002564456
3711,0.000304832,0.142857143,0.666666667,2.90E-05
3712,0.002675744,0.188969259,1,0.000505633
3713,0,0,0,0
3714,0.000982235,0.238916256,0.888888889,0.000208597
3715,0.001490288,0.256493506,1,0.000382249
3716,0,0,0,0
3717,0.0009653,0.308270677,0.888888889,0.00026451
3718,0.001879795,0.265122265,1,0.000498376
3719,0.000203221,0.166666667,0.6,2.03E-05
3720,0.010211858,0.261075575,1,0.002666067
3721,5.08E-05,0.142857143,0.777777778,5.64E-06
3722,0.010161053,0.288571429,0.944444444,0.00276929
3723,0,0,0,0
3724,0,0,0,0
3725,0.001168521,0.289855072,0.666666667,0.000225801
3726,0.001659639,0.281341108,0.888888889,0.000415044
3727,0.000643533,0.240601504,0.666666667,0.000103223
3728,0,0,0,0
3729,0,0,0,0
3730,0,0,0,0
3731,0.000982235,0.298029557,0.666666667,0.000195157
3732,0.001083846,0.261160714,0.666666667,0.000188705
3733,0.001812054,0.234979973,0.888888889,0.000378486
3734,0.001337872,0.21880651,0.666666667,0.000195157
3735,0.003031381,0.266560255,0.888888889,0.000718263
3736,0.000812884,0.255952381,0.666666667,0.000138706
3737,0.001185456,0.230612245,0.666666667,0.000182254
3738,0.000677404,0.271428571,0.666666667,0.000122578
3739,0.002066081,0.261124122,0.888888889,0.000479559
3740,0,0,0,0
3741,0,0,0,0
3742,0,0,0,0
3743,0.003641044,0.306312292,0.888888889,0.000991375
3744,0.00103304,0.255269321,0.666666667,0.000175802
3745,0.001879795,0.231660232,0.666666667,0.000290316
3746,0,0,0,0
3747,0,0,0,0
3748,0,0,0,0
3749,0,0,0,0
3750,0,0,0,0
3751,0,0,0,0
3752,0.001795119,0.297843666,0.888888889,0.000475258
3753,0.000762079,0.253968254,0.666666667,0.000129029
3754,0.001100781,0.259340659,0.666666667,0.000190318
3755,0.002099951,0.262672811,0.722222222,0.000398378
3756,0.004098291,0.275678867,0.888888889,0.001004278
3757,0.001456418,0.294019934,0.777777778,0.000333057
3758,0.001828989,0.234126984,0.777777778,0.000333057
3759,0.002252367,0.199785177,0.777777778,0.000349992
3760,8.47E-05,0.142857143,0.722222222,8.74E-06
3761,0.002032211,0.255952381,0.777777778,0.000404561
3762,0.000846754,0.265714286,0.777777778,0.000174996
3763,0.002692679,0.332434861,0.888888889,0.00079568
3764,0.002709614,0.249107143,0.722222222,0.000487489
3765,0.005148267,0.321898496,0.888888889,0.001473084
3766,0.001845925,0.256880734,0.833333333,0.000395152
3767,0.0028959,0.23893066,0.777777778,0.000538159
3768,0.001625768,0.220238095,0.777777778,0.000278488
3769,0.005453098,0.33407276,0.888888889,0.001619317
3770,0.002692679,0.215633423,0.777777778,0.000451602
3771,0.001490288,0.225649351,0.777777778,0.000261553
3772,0.000491118,0.162561576,0.666666667,5.32E-05
3773,0.005453098,0.278615794,0.888888889,0.001350506
3774,0.00093143,0.231168831,0.722222222,0.000155507
3775,0.002980575,0.276785714,0.777777778,0.000641652
3776,0.004606344,0.226365546,0.777777778,0.000811003
3777,0.000694339,0.243902439,0.777777778,0.000131717
3778,8.47E-05,0.171428571,0.666666667,9.68E-06
3779,0.0009653,0.248120301,0.777777778,0.000186286
3780,0.002320107,0.267987487,0.777777778,0.000483591
3781,0.000406442,0.148809524,0.722222222,4.37E-05
3782,0.003268472,0.275351591,0.888888889,0.000799981
3783,0.000982235,0.268472906,0.722222222,0.000190453
3784,0.002794289,0.292640693,0.833333333,0.000681436
3785,0,0,0,0
3786,0.003759589,0.282496782,0.777777778,0.000826056
3787,0.003556368,0.250340136,0.777777778,0.000692457
3788,0.001659639,0.285714286,1,0.000474183
3789,0.001473353,0.288998358,1,0.000425797
3790,0,0,0,0
3791,0.000524988,0.258064516,0.777777778,0.000105374
3792,0.000491118,0.266009852,0.777777778,0.000101611
3793,0.003912005,0.25974026,0.777777778,0.000790304
3794,0,0,0,0
3795,0,0,0,0
3796,0.000508053,0.276190476,0.777777778,0.000109137
3797,0.000440312,0.241758242,0.777777778,8.28E-05
3798,0.002015275,0.295318127,1,0.000595147
3799,0.002099951,0.289170507,1,0.000607244
3800,0.001761249,0.256868132,1,0.000452409
3801,0,0,0,0
3802,0.003708784,0.283757339,0.777777778,0.000818529
3803,0.003285407,0.269513991,0.777777778,0.000688694
3804,0.000524988,0.221198157,0.777777778,9.03E-05
3805,0.000457247,0.232804233,0.777777778,8.28E-05
3806,0,0,0,0
3807,0.004284577,0.25974026,0.777777778,0.000865571
3808,0,0,0,0
3809,0.000355637,0.19047619,0.833333333,5.65E-05
3810,0.012277939,0.242955665,1,0.002982995
3811,0.008061102,0.292917167,0.944444444,0.002230055
3812,0.0028959,0.267335004,1,0.000774175
3813,0.004182967,0.344707924,1,0.001441902
3814,0,0,0,0
3815,0.002269302,0.23880597,1,0.000541923
3816,0.000914495,0.275132275,0.888888889,0.000223651
3817,0.006909516,0.277661064,1,0.001918504
3818,0.000237091,0.142857143,0.7,2.37E-05
3819,0,0,0,0
3820,0.003031381,0.264964086,1,0.000803207
3821,0.001422547,0.219387755,0.888888889,0.000277413
3822,0.002235432,0.285714286,1,0.000638695
3823,0.002997511,0.284907183,1,0.000854012
3824,0.003387018,0.304285714,1,0.001030621
3825,0.000203221,0.19047619,0.833333333,3.23E-05
3826,0.006841775,0.257779349,1,0.001763668
3827,0.007146607,0.295192959,0.944444444,0.001992427
3828,0.006062761,0.234237829,1,0.001420128
3829,0.001066911,0.272108844,1,0.000290316
3830,0.000169351,0.157142857,0.666666667,1.77E-05
3831,0.009822351,0.280049261,1,0.002750742
3832,0.000660468,0.142857143,0.7,6.60E-05
3833,0.001337872,0.254972875,0.666666667,0.000227414
3834,0.001388677,0.287456446,0.666666667,0.000266123
3835,0.002658809,0.281164695,0.888888889,0.000664501
3836,0.001693509,0.254285714,0.666666667,0.00028709
3837,0.003607174,0.29778672,0.888888889,0.000954816
3838,0.001693509,0.267142857,0.666666667,0.000301606
3839,0.001405612,0.280550775,0.666666667,0.000262897
3840,0.00292977,0.312138728,0.888888889,0.000812884
3841,0.001354807,0.242857143,0.666666667,0.00021935
3842,0.002286237,0.256084656,0.777777778,0.000455366
3843,0.003725719,0.241558442,0.777777778,0.000699984
3844,0.006469204,0.340314136,0.888888889,0.001956944
3845,0.002472523,0.244618395,0.777777778,0.000470419
3846,0.012464225,0.249417702,0.888888889,0.002763376
3847,0.00382733,0.320480405,0.833333333,0.001022154
3848,0.003116056,0.283385093,0.777777778,0.000686812
3849,0.008569154,0.287125918,0.888888889,0.002187046
3850,0.004386188,0.243794815,0.777777778,0.000831701
3851,0,0,0,0
3852,0,0,0,0
3853,0,0,0,0
3854,0,0,0,0
3855,0.000304832,0.285714286,0.6875,5.99E-05
3856,0.000440312,0.324175824,0.875,0.000124896
3857,0.000118546,0.244897959,0.6875,2.00E-05
3858,0.000355637,0.244897959,0.75,6.53E-05
3859,0.000948365,0.288265306,0.875,0.000239208
3860,0.000677404,0.375,0.75,0.00019052
3861,0.001473353,0.229885057,0.75,0.000254026
3862,0.001625768,0.296130952,0.75,0.00036108
3863,0,0,0,0
3864,0,0,0,0
3865,0,0,0,0
3866,0,0,0,0
3867,0.000118546,0.224489796,0.6875,1.83E-05
3868,0.000152416,0.253968254,0.6875,2.66E-05
3869,0,0,0,0
3870,0,0,0,0
3871,0.000948365,0.298469388,0.75,0.000212293
3872,0.000711274,0.200680272,0.75,0.000107054
3873,0,0,0,0
3874,0.000338702,0.285714286,0.6875,6.65E-05
3875,0.000270961,0.178571429,0.6875,3.33E-05
3876,0.000795949,0.288753799,0.8125,0.00018674
3877,0.000626598,0.247104247,0.875,0.000135481
3878,0.000220156,0.208791209,0.8125,3.73E-05
3879,0.011448119,0.210270499,0.9375,0.002256752
3880,0.003014446,0.272873194,0.875,0.000719741
